,Topic,Word,P
0,0,chain,0.3044217824935913
1,0,portfolio,0.19349288940429688
2,0,life,0.19349229335784912
3,0,infrastructur,0.02609866112470627
4,0,custom,0.0009647459955886006
5,0,proposit,0.0009644157253205776
6,0,offer,0.0009642980294302106
7,0,resourc,0.0009642709628678858
8,0,stakehold,0.00096420623594895
9,0,owner,0.0009642054210416973
10,1,definit,0.0033670037519186735
11,1,defin,0.0033670037519186735
12,1,list,0.0033670037519186735
13,1,social,0.0033670037519186735
14,1,group,0.0033670037519186735
15,1,emerg,0.0033670037519186735
16,1,effici,0.0033670037519186735
17,1,aggress,0.0033670037519186735
18,1,alloc,0.0033670037519186735
19,1,increas,0.0033670037519186735
20,2,definit,0.0033670037519186735
21,2,defin,0.0033670037519186735
22,2,list,0.0033670037519186735
23,2,social,0.0033670037519186735
24,2,group,0.0033670037519186735
25,2,emerg,0.0033670037519186735
26,2,effici,0.0033670037519186735
27,2,aggress,0.0033670037519186735
28,2,alloc,0.0033670037519186735
29,2,increas,0.0033670037519186735
30,3,proposit,0.494377464056015
31,3,employe,0.3165835440158844
32,3,investor,0.08577578514814377
33,3,vision,0.04623306915163994
34,3,master,0.00019484774384181947
35,3,list,0.00019464170327410102
36,3,group,0.00019464170327410102
37,3,order,0.00019464170327410102
38,3,alloc,0.00019464170327410102
39,3,definit,0.00019464170327410102
40,4,resourc,0.7455622553825378
41,4,aggress,0.0008595875115133822
42,4,defin,0.0008595875115133822
43,4,order,0.0008595875115133822
44,4,list,0.0008595875115133822
45,4,social,0.0008595875115133822
46,4,group,0.0008595875115133822
47,4,emerg,0.0008595875115133822
48,4,effici,0.0008595875115133822
49,4,preferenti,0.0008595875115133822
50,5,definit,0.0033670037519186735
51,5,defin,0.0033670037519186735
52,5,list,0.0033670037519186735
53,5,social,0.0033670037519186735
54,5,group,0.0033670037519186735
55,5,emerg,0.0033670037519186735
56,5,effici,0.0033670037519186735
57,5,aggress,0.0033670037519186735
58,5,alloc,0.0033670037519186735
59,5,increas,0.0033670037519186735
60,6,channel,0.6155264377593994
61,6,custom,0.0013043684884905815
62,6,product,0.0012995559955015779
63,6,investor,0.001298963325098157
64,6,owner,0.001298963325098157
65,6,list,0.0012988750822842121
66,6,order,0.0012988750822842121
67,6,group,0.0012988750822842121
68,6,alloc,0.0012988750822842121
69,6,definit,0.0012988750822842121
70,7,qualiti,0.39072462916374207
71,7,price,0.09473507851362228
72,7,compar,0.07876090705394745
73,7,offer,0.001482669496908784
74,7,competitor,0.0014823849778622389
75,7,alloc,0.0014822410885244608
76,7,preferenti,0.0014822410885244608
77,7,order,0.0014822410885244608
78,7,increas,0.0014822410885244608
79,7,group,0.0014822410885244608
80,8,benefit,0.7438156008720398
81,8,proposit,0.002971408888697624
82,8,product,0.0013050950365141034
83,8,custom,0.0008921069675125182
84,8,competitor,0.0008607246563769877
85,8,stakehold,0.0008577379630878568
86,8,social,0.0008566916221752763
87,8,emerg,0.0008566916221752763
88,8,order,0.0008566916221752763
89,8,list,0.0008566916221752763
90,9,capabl,0.5062261819839478
91,9,innov,0.20432500541210175
92,9,revenu,0.05168706923723221
93,9,stakehold,0.0008088862523436546
94,9,group,0.0008087128517217934
95,9,emerg,0.0008087128517217934
96,9,order,0.0008087128517217934
97,9,list,0.0008087128517217934
98,9,social,0.0008087128517217934
99,9,preferenti,0.0008087128517217934
100,10,definit,0.0033670037519186735
101,10,defin,0.0033670037519186735
102,10,list,0.0033670037519186735
103,10,social,0.0033670037519186735
104,10,group,0.0033670037519186735
105,10,emerg,0.0033670037519186735
106,10,effici,0.0033670037519186735
107,10,aggress,0.0033670037519186735
108,10,alloc,0.0033670037519186735
109,10,increas,0.0033670037519186735
110,11,definit,0.0033670037519186735
