,Topic,Word,P
0,0,supplier,0.5109440088272095
1,0,employe,0.28513696789741516
2,0,proposit,0.08503656834363937
3,0,mechan,0.011371992528438568
4,0,profil,0.004916445352137089
5,0,custom,0.0006261329399421811
6,0,resourc,0.00035073590697720647
7,0,offer,0.00035051186569035053
8,0,investor,0.0003504927735775709
9,0,owner,0.0003504469059407711
10,1,border,0.27300533652305603
11,1,headquart,0.033016689121723175
12,1,program,0.0023524812422692776
13,1,effici,0.0023524812422692776
14,1,profit,0.0023524812422692776
15,1,group,0.0023524812422692776
16,1,emerg,0.0023524812422692776
17,1,prefer,0.0023524812422692776
18,1,aggress,0.0023524812422692776
19,1,reput,0.002352467505261302
20,2,channel,0.3475582003593445
21,2,vision,0.17457613348960876
22,2,capit,0.04750789701938629
23,2,proposit,0.0014692384283989668
24,2,benefit,0.001467929221689701
25,2,custom,0.0014673450496047735
26,2,exist,0.0014642735477536917
27,2,resel,0.0014638970606029034
28,2,switch,0.0014638970606029034
29,2,investor,0.001463844790123403
30,3,definit,0.0033670037519186735
31,3,defin,0.0033670037519186735
32,3,list,0.0033670037519186735
33,3,social,0.0033670037519186735
34,3,group,0.0033670037519186735
35,3,emerg,0.0033670037519186735
36,3,effici,0.0033670037519186735
37,3,aggress,0.0033670037519186735
38,3,alloc,0.0033670037519186735
39,3,increas,0.0033670037519186735
40,4,platform,0.20952588319778442
41,4,data,0.18445655703544617
42,4,affili,0.10657922178506851
43,4,offer,0.0900423526763916
44,4,achiev,0.053770896047353745
45,4,master,0.03429728373885155
46,4,logist,0.014832805842161179
47,4,channel,0.0010593010811135173
48,4,resourc,0.0010576361091807485
49,4,cybersecur,0.0010571705643087626
50,5,opportun,0.5956103205680847
51,5,payoff,0.018364496529102325
52,5,return,0.0013091856380924582
53,5,routin,0.0013086243998259306
54,5,prefer,0.0013086243998259306
55,5,assist,0.0013086243998259306
56,5,economi,0.0013086243998259306
57,5,offer,0.0013086179969832301
58,5,investor,0.0013086055405437946
59,5,commerci,0.001308588427491486
60,6,user,0.22195637226104736
61,6,custom,0.13309188187122345
62,6,data,0.07134541869163513
63,6,loyalti,0.045512840151786804
64,6,reward,0.045512840151786804
65,6,pattern,0.019680488854646683
66,6,trend,0.019680488854646683
67,6,solut,0.019680488854646683
68,6,payment,0.019680488854646683
69,6,stakehold,0.0014034617925062776
70,7,qualiti,0.2652074992656708
71,7,compar,0.08038866519927979
72,7,price,0.06506132334470749
73,7,offer,0.002004881389439106
74,7,competitor,0.002004721900448203
75,7,continu,0.0020046972203999758
76,7,health,0.0020046972203999758
77,7,safeti,0.0020046972203999758
78,7,ecommerc,0.0020045829005539417
79,7,alloc,0.0020045635756105185
80,8,benefit,0.39765241742134094
81,8,invest,0.3086332082748413
82,8,bound,0.012838772498071194
83,8,term,0.012838772498071194
84,8,compani,0.00091504433657974
85,8,stakehold,0.0009149961406365037
86,8,border,0.0009149190154857934
87,8,feel,0.0009148643002845347
88,8,pride,0.0009148643002845347
89,8,reason,0.0009148643002845347
90,9,innov,0.27916011214256287
91,9,revenu,0.07144014537334442
92,9,resourc,0.0022722063586115837
93,9,stakehold,0.0022029555402696133
94,9,brand,0.0022014081478118896
95,9,custom,0.0022013348061591387
96,9,capabl,0.0022012710105627775
97,9,servic,0.0022012274712324142
98,9,proposit,0.002201177878305316
99,9,competitor,0.002201177878305316
100,10,offer,0.7179455161094666
101,10,barrier,0.027955571189522743
102,10,benefit,0.0008673027623444796
103,10,partner,0.0008614770486019552
104,10,custom,0.0008614739053882658
105,10,futur,0.000861448235809803
106,10,exist,0.0008613721583969891
107,10,stakehold,0.0008613612735643983
108,10,imag,0.0008613602258265018
109,10,board,0.0008613521931692958
110,11,exist,0.23312737047672272
111,11,resourc,0.0025908846873790026
112,11,prototyp,0.0025907987728714943
113,11,award,0.0025907987728714943
114,11,breakthrough,0.0025907987728714943
115,11,endors,0.0025907987728714943
116,11,patent,0.0025907987728714943
117,11,allianc,0.0025907987728714943
118,11,goal,0.0025907987728714943
119,11,behaviour,0.0025907952804118395
120,12,custom,0.2732144296169281
121,12,proposit,0.2614039480686188
122,12,investor,0.233281672000885
123,12,partner,0.12495360523462296
124,12,master,0.009864270687103271
125,12,intermediari,0.004264893010258675
126,12,inventori,0.004264729097485542
127,12,benefit,0.0007809988455846906
128,12,opportun,0.00044971544411964715
129,12,resourc,0.0003039712901227176
130,13,futur,0.24238774180412292
131,13,imag,0.18959061801433563
132,13,investor,0.14669784903526306
133,13,owner,0.0014414653414860368
134,13,custom,0.0014386066468432546
135,13,resourc,0.0014360668137669563
136,13,associ,0.0014332045102491975
137,13,capabl,0.0014331801794469357
138,13,proposit,0.0014330714475363493
139,13,benefit,0.001433062250725925
140,14,resourc,0.4542135000228882
141,14,owner,0.13907670974731445
142,14,proposit,0.10421248525381088
143,14,chain,0.09661230444908142
144,14,serv,0.01979910582304001
145,14,low,0.008561521768569946
146,14,benefit,0.0006105368374846876
147,14,stakehold,0.0006101765320636332
148,14,investor,0.0006100919563323259
149,14,polici,0.0006100785103626549
150,15,stakehold,0.7512132525444031
151,15,strateg,0.0008405908010900021
152,15,alloc,0.0008405382395721972
153,15,reconcil,0.0008405382395721972
154,15,diverg,0.0008405382395721972
155,15,align,0.0008405382395721972
156,15,proposit,0.0008405360276810825
157,15,prefer,0.0008405346889048815
158,15,limit,0.0008405176340602338
159,15,agenc,0.0008405176340602338
160,16,definit,0.0033670037519186735
161,16,defin,0.0033670037519186735
162,16,list,0.0033670037519186735
163,16,social,0.0033670037519186735
164,16,group,0.0033670037519186735
165,16,emerg,0.0033670037519186735
166,16,effici,0.0033670037519186735
167,16,aggress,0.0033670037519186735
168,16,alloc,0.0033670037519186735
169,16,increas,0.0033670037519186735
170,17,skill,0.22818373143672943
171,17,technolog,0.09734149277210236
172,17,trend,0.08703605830669403
173,17,easier,0.026850849390029907
174,17,offer,0.001923800096847117
175,17,resourc,0.0019142006058245897
176,17,custom,0.001913391868583858
177,17,compet,0.0019133152673020959
178,17,proactiv,0.0019133152673020959
179,17,capabl,0.0019132988527417183
180,18,life,0.22460319101810455
181,18,cybersecur,0.11835538595914841
182,18,proposit,0.0022282106801867485
183,18,manufactur,0.002227379707619548
184,18,face,0.0022273475769907236
185,18,stakehold,0.0022273322101682425
186,18,increas,0.0022273154463618994
187,18,lean,0.002227283315733075
